"Fuel Pressure Target - Warmup Mode 3B #1","-40.0","-30.0","-20.0","-10.0","0.0","10.0","20.0","30.0","40.0","50.0","60.0","70.0","80.0","90.0","100.0","110.0",
"","15008.545","15008.545","15008.545","15008.545","15008.545","15008.545","15008.545","15008.545","15008.545","12006.836","12006.836","12006.836","12006.836","12006.836","12006.836","12006.836",
