"Ignition Timing Compensation Coolant - TGVs Closed","-40.0","-30.0","-20.0","-10.0","0.0","10.0","20.0","30.0","40.0","50.0","60.0","70.0","80.0","90.0","100.0","110.0",
"","15.0","15.0","15.0","15.0","10.0","8.5","7.0","5.5","4.0","2.5","1.0","0.0","0.0","0.0","0.0","0.0",
