"Ignition Timing Compensation Coolant - Cold Start","10.0","20.0","30.0","40.0","50.0","60.0","70.0","80.0","85.0","90.0","95.0","100.0","105.0","110.0","115.0","119.99756",
"","44.5","44.5","31.5","25.0","12.5","6.0","-25.5","-38.5","-45.0","-64.0","-64.0","-64.0","-64.0","-64.0","-64.0","-64.0",
