"","0.15625","0.3125","0.46875","0.625","0.78125","0.9375","1.09375","1.25","1.5625","1.875","2.03125","2.1875","2.34375","2.5","2.65625","2.8125","3.140625","3.15625","3.171875","3.1875","3.203125","3.21875","3.234375","3.25","3.265625","3.28125","3.296875","3.3125","3.328125","3.34375",
"400.0","17.50","17.50","13.00","11.50","5.00","0.00","-3.00","-8.00","-12.00","-15.00","-15.50","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00",
"800.0","17.50","17.50","12.50","11.50","5.00","1.00","-3.00","-7.50","-11.00","-15.00","-15.50","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00",
"1000.0","21.00","20.50","15.50","14.50","8.00","3.50","-0.50","-4.50","-10.00","-14.00","-14.50","-15.00","-15.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00","-16.00",
"1100.0","21.00","20.50","16.00","14.50","9.00","4.00","-0.50","-3.50","-9.00","-13.00","-13.50","-14.00","-14.00","-15.00","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50",
"1200.0","21.00","20.50","19.00","14.00","10.00","4.00","-0.50","-2.50","-8.00","-11.50","-12.50","-13.00","-14.00","-15.00","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50","-15.50",
"1400.0","21.00","20.50","20.00","13.50","11.50","6.00","2.00","-1.00","-6.50","-10.00","-11.00","-12.00","-13.00","-14.00","-14.50","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00",
"1600.0","22.00","21.00","21.00","15.00","13.00","8.00","4.00","1.00","-5.00","-8.00","-9.50","-11.00","-12.00","-13.00","-15.50","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00","-15.00",
"1800.0","22.50","22.00","22.00","16.00","14.00","10.00","6.00","2.00","-3.50","-6.00","-8.00","-10.00","-11.00","-12.00","-13.00","-14.00","-14.00","-14.00","-14.00","-14.00","-14.00","-14.00","-14.00","-14.00","-14.00","-14.00","-14.00","-14.00","-14.00","-14.00",
"2000.0","22.50","22.00","22.00","16.00","14.00","10.00","7.00","3.00","-2.50","-5.00","-7.00","-9.00","-10.00","-11.00","-12.00","-13.00","-13.00","-13.00","-13.00","-13.00","-13.00","-13.00","-13.00","-13.00","-13.00","-13.00","-13.00","-13.00","-13.00","-13.00",
"2200.0","22.50","22.00","22.00","16.00","14.50","11.50","8.50","4.00","-1.50","-5.00","-7.00","-9.00","-10.00","-11.00","-12.50","-12.00","-12.00","-12.00","-12.00","-12.00","-12.00","-12.00","-12.00","-12.00","-12.00","-12.00","-12.00","-12.00","-12.00","-12.00",
"2400.0","23.00","22.50","22.00","18.00","15.50","13.00","9.00","5.00","0.00","-5.00","-7.00","-9.00","-10.00","-11.00","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50","-11.50",
"2800.0","23.00","23.00","22.00","19.50","17.50","14.00","10.00","7.00","1.50","-4.00","-5.50","-7.00","-9.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"3200.0","25.00","25.00","22.00","19.50","18.50","15.50","12.50","9.00","2.00","-3.00","-5.00","-7.00","-8.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"3600.0","26.00","26.00","22.50","20.00","19.50","17.00","13.50","9.50","3.00","-2.00","-4.50","-7.00","-8.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"4000.0","26.00","25.50","23.00","22.50","19.50","17.00","13.50","10.00","4.00","-1.00","-4.00","-7.00","-8.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"4400.0","27.00","27.00","23.00","22.50","20.00","17.00","14.00","10.00","5.00","0.00","-3.00","-6.00","-8.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"4800.0","28.00","28.00","24.00","23.00","21.00","17.00","14.00","10.00","5.00","0.00","-2.50","-5.00","-8.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"5200.0","28.00","28.00","25.00","24.00","21.00","17.00","14.00","10.00","5.00","0.00","-2.00","-4.00","-8.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"5600.0","28.00","28.00","25.00","24.00","21.00","17.00","14.00","10.00","5.00","0.00","-2.00","-4.00","-8.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"6000.0","28.00","28.00","25.00","24.00","21.00","17.00","14.00","10.00","5.00","0.00","-2.00","-4.00","-8.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"6400.0","28.00","28.00","25.00","24.00","21.00","17.00","14.00","10.00","5.00","0.00","-2.00","-4.00","-8.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"6800.0","28.00","28.00","25.00","24.00","21.00","17.00","14.00","10.00","5.00","0.00","-2.00","-4.00","-8.00","-10.00","-10.50","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00","-11.00",
"",
"Series","Name","Unit",
"Table","Base Ignition Timing - TGVs Closed - AVCS Enabled","DEGREES",
"X Axis","Load","G_PER_REV",
"Y Axis","RPM","RPM",
