"Fuel Pressure Target - Warmup Mode 1B #2","-40.0","-30.0","-20.0","-10.0","0.0","10.0","20.0","30.0","40.0","50.0","60.0","70.0","80.0","90.0","100.0","110.0",
"","20011.598","20011.598","20011.598","20011.598","20011.598","20011.598","20011.598","20011.598","13007.202","11006.47","10005.493","10005.493","10005.493","10005.493","10005.493","10005.493",
