"Ignition Timing Compensation IAT B","10.0","20.0","30.0","40.0","50.0","60.0","70.0","85.0","90.0","100.0","110.0","120.0","130.0","140.0","150.0","160.0",
"","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
